"beta0","beta1","loglikelihood"
66.3,1.03,-219.877328206323
66.4,1.03,-219.694963539936
66.5,1.03,-219.512703783327
66.6,1.03,-219.330548936495
66.7,1.03,-219.148498999441
66.8,1.03,-218.966553972165
66.9,1.03,-218.784713854666
67,1.03,-218.602978646944
67.1,1.03,-218.421348349001
67.2,1.03,-218.239822960834
67.3,1.03,-218.058402482446
67.4,1.03,-217.877086913835
67.5,1.03,-217.695876255001
67.6,1.03,-217.514770505946
67.7,1.03,-217.333769666667
67.8,1.03,-217.152873737167
67.9,1.03,-216.972082717444
68,1.03,-216.791396607498
68.1,1.03,-216.61081540733
68.2,1.03,-216.43033911694
68.3,1.03,-216.249967736327
68.4,1.03,-216.069701265492
68.5,1.03,-215.889539704435
68.6,1.03,-215.709483053155
68.7,1.03,-215.529531311653
68.8,1.03,-215.349684479928
68.9,1.03,-215.169942557981
69,1.03,-214.990305545811
69.1,1.03,-214.810773443419
69.2,1.03,-214.631346250805
69.3,1.03,-214.452023967968
69.4,1.03,-214.272806594909
69.5,1.03,-214.093694131628
69.6,1.03,-213.914686578124
69.7,1.03,-213.735783934397
69.8,1.03,-213.556986200448
69.9,1.03,-213.378293376277
70,1.03,-213.199705461883
70.1,1.03,-213.021222457267
70.2,1.03,-212.842844362429
70.3,1.03,-212.664571177368
70.4,1.03,-212.486402902085
70.5,1.03,-212.308339536579
70.6,1.03,-212.130381080851
70.7,1.03,-211.952527534901
70.8,1.03,-211.774778898728
70.9,1.03,-211.597135172333
71,1.03,-211.419596355715
71.1,1.03,-211.242162448875
71.2,1.03,-211.064833451812
71.3,1.03,-210.887609364527
71.4,1.03,-210.71049018702
71.5,1.03,-210.53347591929
71.6,1.03,-210.356566561338
71.7,1.03,-210.179762113163
71.8,1.03,-210.003062574766
71.9,1.03,-209.826467946147
72,1.03,-209.649978227305
72.1,1.03,-209.473593418241
72.2,1.03,-209.297313518954
72.3,1.03,-209.121138529445
72.4,1.03,-208.945068449714
72.5,1.03,-208.76910327976
72.6,1.03,-208.593243019584
72.7,1.03,-208.417487669185
72.8,1.03,-208.241837228564
72.9,1.03,-208.066291697721
73,1.03,-207.890851076655
73.1,1.03,-207.715515365367
73.2,1.03,-207.540284563856
73.3,1.03,-207.365158672123
73.4,1.03,-207.190137690167
73.5,1.03,-207.015221617989
73.6,1.03,-206.840410455589
73.7,1.03,-206.665704202966
73.8,1.03,-206.491102860121
73.9,1.03,-206.316606427053
74,1.03,-206.142214903763
74.1,1.03,-205.967928290251
74.2,1.03,-205.793746586516
74.3,1.03,-205.619669792559
74.4,1.03,-205.44569790838
74.5,1.03,-205.271830933977
74.6,1.03,-205.098068869353
74.7,1.03,-204.924411714506
74.8,1.03,-204.750859469437
74.9,1.03,-204.577412134145
75,1.03,-204.404069708631
50,1.04,-249.400295054834
50.1,1.04,-249.201564463142
50.2,1.04,-249.002938781229
50.3,1.04,-248.804418009093
50.4,1.04,-248.606002146735
50.5,1.04,-248.407691194154
50.6,1.04,-248.209485151351
50.7,1.04,-248.011384018325
50.8,1.04,-247.813387795077
50.9,1.04,-247.615496481607
51,1.04,-247.417710077914
51.1,1.04,-247.220028583998
51.2,1.04,-247.022451999861
51.3,1.04,-246.824980325501
51.4,1.04,-246.627613560918
51.5,1.04,-246.430351706113
51.6,1.04,-246.233194761086
51.7,1.04,-246.036142725836
51.8,1.04,-245.839195600364
51.9,1.04,-245.64235338467
52,1.04,-245.445616078753
52.1,1.04,-245.248983682614
52.2,1.04,-245.052456196252
52.3,1.04,-244.856033619668
52.4,1.04,-244.659715952861
52.5,1.04,-244.463503195832
52.6,1.04,-244.267395348581
52.7,1.04,-244.071392411107
52.8,1.04,-243.875494383411
52.9,1.04,-243.679701265492
53,1.04,-243.484013057351
53.1,1.04,-243.288429758988
53.2,1.04,-243.092951370402
53.3,1.04,-242.897577891594
53.4,1.04,-242.702309322563
53.5,1.04,-242.50714566331
53.6,1.04,-242.312086913835
53.7,1.04,-242.117133074137
53.8,1.04,-241.922284144217
53.9,1.04,-241.727540124074
54,1.04,-241.532901013709
54.1,1.04,-241.338366813121
54.2,1.04,-241.143937522312
54.3,1.04,-240.949613141279
54.4,1.04,-240.755393670025
54.5,1.04,-240.561279108547
54.6,1.04,-240.367269456848
54.7,1.04,-240.173364714926
54.8,1.04,-239.979564882782
54.9,1.04,-239.785869960415
55,1.04,-239.592279947826
55.1,1.04,-239.398794845014
55.2,1.04,-239.20541465198
55.3,1.04,-239.012139368724
55.4,1.04,-238.818968995245
55.5,1.04,-238.625903531544
55.6,1.04,-238.43294297762
55.7,1.04,-238.240087333474
55.8,1.04,-238.047336599106
55.9,1.04,-237.854690774515
56,1.04,-237.662149859701
56.1,1.04,-237.469713854666
56.2,1.04,-237.277382759408
56.3,1.04,-237.085156573927
56.4,1.04,-236.893035298224
56.5,1.04,-236.701018932299
56.6,1.04,-236.509107476151
56.7,1.04,-236.317300929781
56.8,1.04,-236.125599293189
56.9,1.04,-235.934002566374
57,1.04,-235.742510749336
57.1,1.04,-235.551123842077
57.2,1.04,-235.359841844594
57.3,1.04,-235.16866475689
57.4,1.04,-234.977592578963
57.5,1.04,-234.786625310813
57.6,1.04,-234.595762952442
57.7,1.04,-234.405005503847
57.8,1.04,-234.214352965031
57.9,1.04,-234.023805335992
58,1.04,-233.83336261673
58.1,1.04,-233.643024807246
58.2,1.04,-233.45279190754
58.3,1.04,-233.262663917612
58.4,1.04,-233.072640837461
58.5,1.04,-232.882722667087
58.6,1.04,-232.692909406491
58.7,1.04,-232.503201055673
58.8,1.04,-232.313597614632
58.9,1.04,-232.124099083369
59,1.04,-231.934705461883
59.1,1.04,-231.745416750176
59.2,1.04,-231.556232948245
59.3,1.04,-231.367154056092
59.4,1.04,-231.178180073717
59.5,1.04,-230.98931100112
59.6,1.04,-230.8005468383
59.7,1.04,-230.611887585257
59.8,1.04,-230.423333241993
59.9,1.04,-230.234883808505
60,1.04,-230.046539284796
60.1,1.04,-229.858299670864
60.2,1.04,-229.670164966709
60.3,1.04,-229.482135172333
60.4,1.04,-229.294210287733
60.5,1.04,-229.106390312912
60.6,1.04,-228.918675247868
60.7,1.04,-228.731065092601
60.8,1.04,-228.543559847112
60.9,1.04,-228.356159511401
61,1.04,-228.168864085467
61.1,1.04,-227.981673569311
61.2,1.04,-227.794587962933
61.3,1.04,-227.607607266332
61.4,1.04,-227.420731479508
61.5,1.04,-227.233960602463
61.6,1.04,-227.047294635194
61.7,1.04,-226.860733577704
61.8,1.04,-226.674277429991
61.9,1.04,-226.487926192056
62,1.04,-226.301679863898
62.1,1.04,-226.115538445518
62.2,1.04,-225.929501936915
62.3,1.04,-225.74357033809
62.4,1.04,-225.557743649043
62.5,1.04,-225.372021869773
62.6,1.04,-225.18640500028
62.7,1.04,-225.000893040566
62.8,1.04,-224.815485990629
62.9,1.04,-224.630183850469
63,1.04,-224.444986620087
63.1,1.04,-224.259894299483
63.2,1.04,-224.074906888656
63.3,1.04,-223.890024387607
63.4,1.04,-223.705246796336
63.5,1.04,-223.520574114842
63.6,1.04,-223.336006343126
63.7,1.04,-223.151543481187
63.8,1.04,-222.967185529026
63.9,1.04,-222.782932486642
64,1.04,-222.598784354036
64.1,1.04,-222.414741131208
64.2,1.04,-222.230802818157
64.3,1.04,-222.046969414884
64.4,1.04,-221.863240921388
64.5,1.04,-221.67961733767
64.6,1.04,-221.49609866373
64.7,1.04,-221.312684899567
64.8,1.04,-221.129376045182
64.9,1.04,-220.946172100574
65,1.04,-220.763073065744
65.1,1.04,-220.580078940692
65.2,1.04,-220.397189725417
65.3,1.04,-220.21440541992
65.4,1.04,-220.0317260242
65.5,1.04,-219.849151538258
65.6,1.04,-219.666681962093
65.7,1.04,-219.484317295706
65.8,1.04,-219.302057539097
65.9,1.04,-219.119902692265
66,1.04,-218.937852755211
66.1,1.04,-218.755907727935
66.2,1.04,-218.574067610436
66.3,1.04,-218.392332402714
66.4,1.04,-218.210702104771
66.5,1.04,-218.029176716604
66.6,1.04,-217.847756238216
66.7,1.04,-217.666440669605
66.8,1.04,-217.485230010771
66.9,1.04,-217.304124261716
67,1.04,-217.123123422437
67.1,1.04,-216.942227492937
67.2,1.04,-216.761436473214
67.3,1.04,-216.580750363268
67.4,1.04,-216.4001691631
67.5,1.04,-216.21969287271
67.6,1.04,-216.039321492098
67.7,1.04,-215.859055021262
67.8,1.04,-215.678893460205
67.9,1.04,-215.498836808925
68,1.04,-215.318885067423
68.1,1.04,-215.139038235698
68.2,1.04,-214.959296313751
68.3,1.04,-214.779659301581
68.4,1.04,-214.600127199189
68.5,1.04,-214.420700006575
68.6,1.04,-214.241377723738
68.7,1.04,-214.062160350679
68.8,1.04,-213.883047887398
68.9,1.04,-213.704040333894
69,1.04,-213.525137690167
69.1,1.04,-213.346339956218
69.2,1.04,-213.167647132047
69.3,1.04,-212.989059217654
69.4,1.04,-212.810576213037
69.5,1.04,-212.632198118199
69.6,1.04,-212.453924933138
69.7,1.04,-212.275756657855
69.8,1.04,-212.097693292349
69.9,1.04,-211.919734836621
70,1.04,-211.741881290671
70.1,1.04,-211.564132654498
70.2,1.04,-211.386488928103
70.3,1.04,-211.208950111485
70.4,1.04,-211.031516204645
70.5,1.04,-210.854187207582
70.6,1.04,-210.676963120297
70.7,1.04,-210.49984394279
70.8,1.04,-210.32282967506
70.9,1.04,-210.145920317108
71,1.04,-209.969115868933
71.1,1.04,-209.792416330536
71.2,1.04,-209.615821701917
71.3,1.04,-209.439331983075
71.4,1.04,-209.262947174011
71.5,1.04,-209.086667274724
71.6,1.04,-208.910492285215
71.7,1.04,-208.734422205484
71.8,1.04,-208.55845703553
71.9,1.04,-208.382596775354
72,1.04,-208.206841424955
72.1,1.04,-208.031190984334
72.2,1.04,-207.855645453491
72.3,1.04,-207.680204832425
72.4,1.04,-207.504869121137
72.5,1.04,-207.329638319626
72.6,1.04,-207.154512427893
72.7,1.04,-206.979491445937
72.8,1.04,-206.804575373759
72.9,1.04,-206.629764211359
73,1.04,-206.455057958736
73.1,1.04,-206.280456615891
73.2,1.04,-206.105960182823
73.3,1.04,-205.931568659534
73.4,1.04,-205.757282046021
73.5,1.04,-205.583100342286
73.6,1.04,-205.409023548329
73.7,1.04,-205.23505166415
73.8,1.04,-205.061184689748
73.9,1.04,-204.887422625123
74,1.04,-204.713765470276
74.1,1.04,-204.540213225207
74.2,1.04,-204.366765889915
74.3,1.04,-204.193423464401
74.4,1.04,-204.020185948665
74.5,1.04,-203.847053342706
74.6,1.04,-203.674025646525
74.7,1.04,-203.501102860121
74.8,1.04,-203.328284983495
74.9,1.04,-203.155572016646
75,1.04,-202.982963959575
50,1.05,-247.801568659534
50.1,1.05,-247.603572436286
50.2,1.05,-247.405681122815
50.3,1.05,-247.207894719122
50.4,1.05,-247.010213225207
50.5,1.05,-246.812636641069
50.6,1.05,-246.615164966709
50.7,1.05,-246.417798202127
50.8,1.05,-246.220536347322
50.9,1.05,-246.023379402295
51,1.05,-245.826327367045
51.1,1.05,-245.629380241573
51.2,1.05,-245.432538025879
51.3,1.05,-245.235800719962
51.4,1.05,-245.039168323822
51.5,1.05,-244.842640837461
51.6,1.05,-244.646218260876
51.7,1.05,-244.44990059407
51.8,1.05,-244.253687837041
51.9,1.05,-244.05757998979
52,1.05,-243.861577052316
52.1,1.05,-243.66567902462
52.2,1.05,-243.469885906701
52.3,1.05,-243.27419769856
52.4,1.05,-243.078614400197
52.5,1.05,-242.883136011611
52.6,1.05,-242.687762532803
52.7,1.05,-242.492493963772
52.8,1.05,-242.297330304519
52.9,1.05,-242.102271555043
53,1.05,-241.907317715346
53.1,1.05,-241.712468785425
53.2,1.05,-241.517724765283
53.3,1.05,-241.323085654917
53.4,1.05,-241.12855145433
53.5,1.05,-240.93412216352
53.6,1.05,-240.739797782488
53.7,1.05,-240.545578311233
53.8,1.05,-240.351463749756
53.9,1.05,-240.157454098056
54,1.05,-239.963549356134
54.1,1.05,-239.76974952399
54.2,1.05,-239.576054601623
54.3,1.05,-239.382464589034
54.4,1.05,-239.188979486223
54.5,1.05,-238.995599293189
54.6,1.05,-238.802324009932
54.7,1.05,-238.609153636453
54.8,1.05,-238.416088172752
54.9,1.05,-238.223127618829
55,1.05,-238.030271974683
55.1,1.05,-237.837521240314
55.2,1.05,-237.644875415723
55.3,1.05,-237.45233450091
55.4,1.05,-237.259898495874
55.5,1.05,-237.067567400616
55.6,1.05,-236.875341215136
55.7,1.05,-236.683219939433
55.8,1.05,-236.491203573507
55.9,1.05,-236.29929211736
56,1.05,-236.10748557099
56.1,1.05,-235.915783934397
56.2,1.05,-235.724187207582
56.3,1.05,-235.532695390545
56.4,1.05,-235.341308483285
56.5,1.05,-235.150026485803
56.6,1.05,-234.958849398098
56.7,1.05,-234.767777220171
56.8,1.05,-234.576809952022
56.9,1.05,-234.38594759365
57,1.05,-234.195190145056
57.1,1.05,-234.004537606239
57.2,1.05,-233.8139899772
57.3,1.05,-233.623547257939
57.4,1.05,-233.433209448455
57.5,1.05,-233.242976548749
57.6,1.05,-233.05284855882
57.7,1.05,-232.862825478669
57.8,1.05,-232.672907308296
57.9,1.05,-232.4830940477
58,1.05,-232.293385696881
58.1,1.05,-232.103782255841
58.2,1.05,-231.914283724578
58.3,1.05,-231.724890103092
58.4,1.05,-231.535601391384
58.5,1.05,-231.346417589454
58.6,1.05,-231.157338697301
58.7,1.05,-230.968364714926
58.8,1.05,-230.779495642328
58.9,1.05,-230.590731479508
59,1.05,-230.402072226466
59.1,1.05,-230.213517883201
59.2,1.05,-230.025068449714
59.3,1.05,-229.836723926004
59.4,1.05,-229.648484312072
59.5,1.05,-229.460349607918
59.6,1.05,-229.272319813541
59.7,1.05,-229.084394928942
59.8,1.05,-228.89657495412
59.9,1.05,-228.708859889076
60,1.05,-228.52124973381
60.1,1.05,-228.333744488321
60.2,1.05,-228.146344152609
60.3,1.05,-227.959048726676
60.4,1.05,-227.77185821052
60.5,1.05,-227.584772604141
60.6,1.05,-227.39779190754
60.7,1.05,-227.210916120717
60.8,1.05,-227.024145243671
60.9,1.05,-226.837479276403
61,1.05,-226.650918218912
61.1,1.05,-226.4644620712
61.2,1.05,-226.278110833264
61.3,1.05,-226.091864505106
61.4,1.05,-225.905723086726
61.5,1.05,-225.719686578124
61.6,1.05,-225.533754979299
61.7,1.05,-225.347928290251
61.8,1.05,-225.162206510981
61.9,1.05,-224.976589641489
62,1.05,-224.791077681774
62.1,1.05,-224.605670631837
62.2,1.05,-224.420368491678
62.3,1.05,-224.235171261296
62.4,1.05,-224.050078940692
62.5,1.05,-223.865091529865
62.6,1.05,-223.680209028816
62.7,1.05,-223.495431437544
62.8,1.05,-223.31075875605
62.9,1.05,-223.126190984334
63,1.05,-222.941728122395
63.1,1.05,-222.757370170234
63.2,1.05,-222.573117127851
63.3,1.05,-222.388968995245
63.4,1.05,-222.204925772416
63.5,1.05,-222.020987459366
63.6,1.05,-221.837154056092
63.7,1.05,-221.653425562597
63.8,1.05,-221.469801978879
63.9,1.05,-221.286283304938
64,1.05,-221.102869540776
64.1,1.05,-220.91956068639
64.2,1.05,-220.736356741783
64.3,1.05,-220.553257706953
64.4,1.05,-220.3702635819
64.5,1.05,-220.187374366625
64.6,1.05,-220.004590061128
64.7,1.05,-219.821910665408
64.8,1.05,-219.639336179466
64.9,1.05,-219.456866603302
65,1.05,-219.274501936915
65.1,1.05,-219.092242180306
65.2,1.05,-218.910087333474
65.3,1.05,-218.72803739642
65.4,1.05,-218.546092369143
65.5,1.05,-218.364252251644
65.6,1.05,-218.182517043923
65.7,1.05,-218.000886745979
65.8,1.05,-217.819361357813
65.9,1.05,-217.637940879424
66,1.05,-217.456625310813
66.1,1.05,-217.27541465198
66.2,1.05,-217.094308902924
66.3,1.05,-216.913308063646
66.4,1.05,-216.732412134145
66.5,1.05,-216.551621114422
66.6,1.05,-216.370935004477
66.7,1.05,-216.190353804309
66.8,1.05,-216.009877513919
66.9,1.05,-215.829506133306
67,1.05,-215.649239662471
67.1,1.05,-215.469078101414
67.2,1.05,-215.289021450134
67.3,1.05,-215.109069708631
67.4,1.05,-214.929222876907
67.5,1.05,-214.749480954959
67.6,1.05,-214.56984394279
67.7,1.05,-214.390311840398
67.8,1.05,-214.210884647784
67.9,1.05,-214.031562364947
68,1.05,-213.852344991888
68.1,1.05,-213.673232528606
68.2,1.05,-213.494224975102
68.3,1.05,-213.315322331376
68.4,1.05,-213.136524597427
68.5,1.05,-212.957831773256
68.6,1.05,-212.779243858862
68.7,1.05,-212.600760854246
68.8,1.05,-212.422382759408
68.9,1.05,-212.244109574347
69,1.05,-212.065941299064
69.1,1.05,-211.887877933558
69.2,1.05,-211.70991947783
69.3,1.05,-211.532065931879
69.4,1.05,-211.354317295706
69.5,1.05,-211.176673569311
69.6,1.05,-210.999134752693
69.7,1.05,-210.821700845853
69.8,1.05,-210.644371848791
69.9,1.05,-210.467147761506
70,1.05,-210.290028583998
70.1,1.05,-210.113014316269
70.2,1.05,-209.936104958317
70.3,1.05,-209.759300510142
70.4,1.05,-209.582600971745
70.5,1.05,-209.406006343126
70.6,1.05,-209.229516624284
70.7,1.05,-209.05313181522
70.8,1.05,-208.876851915933
70.9,1.05,-208.700676926424
71,1.05,-208.524606846693
71.1,1.05,-208.348641676739
71.2,1.05,-208.172781416562
71.3,1.05,-207.997026066164
71.4,1.05,-207.821375625543
71.5,1.05,-207.645830094699
71.6,1.05,-207.470389473633
71.7,1.05,-207.295053762345
71.8,1.05,-207.119822960834
71.9,1.05,-206.944697069101
72,1.05,-206.769676087146
72.1,1.05,-206.594760014968
72.2,1.05,-206.419948852568
72.3,1.05,-206.245242599945
72.4,1.05,-206.0706412571
72.5,1.05,-205.896144824032
72.6,1.05,-205.721753300742
72.7,1.05,-205.54746668723
72.8,1.05,-205.373284983495
72.9,1.05,-205.199208189538
73,1.05,-205.025236305358
73.1,1.05,-204.851369330956
73.2,1.05,-204.677607266332
73.3,1.05,-204.503950111485
73.4,1.05,-204.330397866416
73.5,1.05,-204.156950531124
73.6,1.05,-203.98360810561
73.7,1.05,-203.810370589873
73.8,1.05,-203.637237983915
73.9,1.05,-203.464210287733
74,1.05,-203.29128750133
74.1,1.05,-203.118469624703
74.2,1.05,-202.945756657855
74.3,1.05,-202.773148600784
74.4,1.05,-202.600645453491
74.5,1.05,-202.428247215975
74.6,1.05,-202.255953888237
74.7,1.05,-202.083765470276
74.8,1.05,-201.911681962093
74.9,1.05,-201.739703363688
75,1.05,-201.56782967506
50,1.06,-246.208813728774
50.1,1.06,-246.011551873969
50.2,1.06,-245.814394928942
50.3,1.06,-245.617342893692
50.4,1.06,-245.42039576822
50.5,1.06,-245.223553552526
50.6,1.06,-245.026816246609
50.7,1.06,-244.830183850469
50.8,1.06,-244.633656364108
50.9,1.06,-244.437233787523
51,1.06,-244.240916120717
51.1,1.06,-244.044703363688
51.2,1.06,-243.848595516437
51.3,1.06,-243.652592578963
51.4,1.06,-243.456694551267
51.5,1.06,-243.260901433348
51.6,1.06,-243.065213225207
51.7,1.06,-242.869629926844
51.8,1.06,-242.674151538258
51.9,1.06,-242.47877805945
52,1.06,-242.283509490419
52.1,1.06,-242.088345831166
52.2,1.06,-241.89328708169
52.3,1.06,-241.698333241993
52.4,1.06,-241.503484312072
52.5,1.06,-241.30874029193
52.6,1.06,-241.114101181565
52.7,1.06,-240.919566980977
52.8,1.06,-240.725137690167
52.9,1.06,-240.530813309135
53,1.06,-240.33659383788
53.1,1.06,-240.142479276403
53.2,1.06,-239.948469624703
53.3,1.06,-239.754564882782
53.4,1.06,-239.560765050637
53.5,1.06,-239.36707012827
53.6,1.06,-239.173480115681
53.7,1.06,-238.97999501287
53.8,1.06,-238.786614819836
53.9,1.06,-238.593339536579
54,1.06,-238.4001691631
54.1,1.06,-238.207103699399
54.2,1.06,-238.014143145476
54.3,1.06,-237.82128750133
54.4,1.06,-237.628536766961
54.5,1.06,-237.43589094237
54.6,1.06,-237.243350027557
54.7,1.06,-237.050914022521
54.8,1.06,-236.858582927263
54.9,1.06,-236.666356741783
55,1.06,-236.47423546608
55.1,1.06,-236.282219100155
55.2,1.06,-236.090307644007
55.3,1.06,-235.898501097637
55.4,1.06,-235.706799461044
55.5,1.06,-235.515202734229
55.6,1.06,-235.323710917192
55.7,1.06,-235.132324009932
55.8,1.06,-234.94104201245
55.9,1.06,-234.749864924745
56,1.06,-234.558792746818
56.1,1.06,-234.367825478669
56.2,1.06,-234.176963120297
56.3,1.06,-233.986205671703
56.4,1.06,-233.795553132886
56.5,1.06,-233.605005503847
56.6,1.06,-233.414562784586
56.7,1.06,-233.224224975102
56.8,1.06,-233.033992075396
56.9,1.06,-232.843864085467
57,1.06,-232.653841005316
57.1,1.06,-232.463922834943
57.2,1.06,-232.274109574347
57.3,1.06,-232.084401223528
57.4,1.06,-231.894797782488
57.5,1.06,-231.705299251225
57.6,1.06,-231.515905629739
57.7,1.06,-231.326616918031
57.8,1.06,-231.137433116101
57.9,1.06,-230.948354223948
58,1.06,-230.759380241573
58.1,1.06,-230.570511168975
58.2,1.06,-230.381747006155
58.3,1.06,-230.193087753113
58.4,1.06,-230.004533409848
58.5,1.06,-229.816083976361
58.6,1.06,-229.627739452651
58.7,1.06,-229.439499838719
58.8,1.06,-229.251365134565
58.9,1.06,-229.063335340188
59,1.06,-228.875410455589
59.1,1.06,-228.687590480767
59.2,1.06,-228.499875415723
59.3,1.06,-228.312265260457
59.4,1.06,-228.124760014968
59.5,1.06,-227.937359679257
59.6,1.06,-227.750064253323
59.7,1.06,-227.562873737167
59.8,1.06,-227.375788130788
59.9,1.06,-227.188807434187
60,1.06,-227.001931647364
60.1,1.06,-226.815160770318
60.2,1.06,-226.62849480305
60.3,1.06,-226.44193374556
60.4,1.06,-226.255477597847
60.5,1.06,-226.069126359911
60.6,1.06,-225.882880031753
60.7,1.06,-225.696738613373
60.8,1.06,-225.510702104771
60.9,1.06,-225.324770505946
61,1.06,-225.138943816898
61.1,1.06,-224.953222037628
61.2,1.06,-224.767605168136
61.3,1.06,-224.582093208421
61.4,1.06,-224.396686158484
61.5,1.06,-224.211384018325
61.6,1.06,-224.026186787943
61.7,1.06,-223.841094467339
61.8,1.06,-223.656107056512
61.9,1.06,-223.471224555463
62,1.06,-223.286446964192
62.1,1.06,-223.101774282698
62.2,1.06,-222.917206510981
62.3,1.06,-222.732743649043
62.4,1.06,-222.548385696881
62.5,1.06,-222.364132654498
62.6,1.06,-222.179984521892
62.7,1.06,-221.995941299064
62.8,1.06,-221.812002986013
62.9,1.06,-221.62816958274
63,1.06,-221.444441089244
63.1,1.06,-221.260817505526
63.2,1.06,-221.077298831586
63.3,1.06,-220.893885067423
63.4,1.06,-220.710576213037
63.5,1.06,-220.52737226843
63.6,1.06,-220.3442732336
63.7,1.06,-220.161279108547
63.8,1.06,-219.978389893273
63.9,1.06,-219.795605587775
64,1.06,-219.612926192056
64.1,1.06,-219.430351706113
64.2,1.06,-219.247882129949
64.3,1.06,-219.065517463562
64.4,1.06,-218.883257706953
64.5,1.06,-218.701102860121
