"beta0","beta1","ssr"
59.1,1.04,995007.13
59.2,1.04,994105.48
59.3,1.04,993204.33
59.4,1.04,992303.68
59.5,1.04,991403.53
59.6,1.04,990503.88
59.7,1.04,989604.73
59.8,1.04,988706.08
59.9,1.04,987807.93
60,1.04,986910.28
60.1,1.04,986013.13
60.2,1.04,985116.48
60.3,1.04,984220.33
60.4,1.04,983324.68
60.5,1.04,982429.53
60.6,1.04,981534.88
60.7,1.04,980640.73
60.8,1.04,979747.08
60.9,1.04,978853.93
61,1.04,977961.28
61.1,1.04,977069.13
61.2,1.04,976177.48
61.3,1.04,975286.33
61.4,1.04,974395.68
61.5,1.04,973505.53
61.6,1.04,972615.88
61.7,1.04,971726.73
61.8,1.04,970838.08
61.9,1.04,969949.93
62,1.04,969062.28
62.1,1.04,968175.13
62.2,1.04,967288.48
62.3,1.04,966402.33
62.4,1.04,965516.68
62.5,1.04,964631.53
62.6,1.04,963746.88
62.7,1.04,962862.73
62.8,1.04,961979.08
62.9,1.04,961095.93
63,1.04,960213.28
63.1,1.04,959331.13
63.2,1.04,958449.48
63.3,1.04,957568.33
63.4,1.04,956687.68
63.5,1.04,955807.53
63.6,1.04,954927.88
63.7,1.04,954048.73
63.8,1.04,953170.08
63.9,1.04,952291.93
64,1.04,951414.28
64.1,1.04,950537.13
64.2,1.04,949660.48
64.3,1.04,948784.33
64.4,1.04,947908.68
64.5,1.04,947033.53
64.6,1.04,946158.88
64.7,1.04,945284.73
64.8,1.04,944411.08
64.9,1.04,943537.93
65,1.04,942665.28
65.1,1.04,941793.13
65.2,1.04,940921.48
65.3,1.04,940050.33
65.4,1.04,939179.68
65.5,1.04,938309.53
65.6,1.04,937439.88
65.7,1.04,936570.73
65.8,1.04,935702.08
65.9,1.04,934833.93
66,1.04,933966.28
66.1,1.04,933099.13
66.2,1.04,932232.48
66.3,1.04,931366.33
66.4,1.04,930500.68
66.5,1.04,929635.53
66.6,1.04,928770.88
66.7,1.04,927906.73
66.8,1.04,927043.08
66.9,1.04,926179.93
67,1.04,925317.28
67.1,1.04,924455.13
67.2,1.04,923593.48
67.3,1.04,922732.33
67.4,1.04,921871.68
67.5,1.04,921011.53
67.6,1.04,920151.88
67.7,1.04,919292.73
67.8,1.04,918434.08
67.9,1.04,917575.93
68,1.04,916718.28
68.1,1.04,915861.13
68.2,1.04,915004.48
68.3,1.04,914148.33
68.4,1.04,913292.68
68.5,1.04,912437.53
68.6,1.04,911582.88
68.7,1.04,910728.73
68.8,1.04,909875.08
68.9,1.04,909021.93
69,1.04,908169.28
69.1,1.04,907317.13
69.2,1.04,906465.48
69.3,1.04,905614.33
69.4,1.04,904763.68
69.5,1.04,903913.53
69.6,1.04,903063.88
69.7,1.04,902214.73
69.8,1.04,901366.08
69.9,1.04,900517.93
70,1.04,899670.28
70.1,1.04,898823.13
70.2,1.04,897976.48
70.3,1.04,897130.33
70.4,1.04,896284.68
70.5,1.04,895439.53
70.6,1.04,894594.88
70.7,1.04,893750.73
70.8,1.04,892907.08
70.9,1.04,892063.93
71,1.04,891221.28
71.1,1.04,890379.13
71.2,1.04,889537.48
71.3,1.04,888696.33
71.4,1.04,887855.68
71.5,1.04,887015.53
71.6,1.04,886175.88
71.7,1.04,885336.73
71.8,1.04,884498.08
71.9,1.04,883659.93
72,1.04,882822.28
72.1,1.04,881985.13
72.2,1.04,881148.48
72.3,1.04,880312.33
72.4,1.04,879476.68
72.5,1.04,878641.53
72.6,1.04,877806.88
72.7,1.04,876972.73
72.8,1.04,876139.08
72.9,1.04,875305.93
73,1.04,874473.28
73.1,1.04,873641.13
73.2,1.04,872809.48
73.3,1.04,871978.33
73.4,1.04,871147.68
73.5,1.04,870317.53
73.6,1.04,869487.88
73.7,1.04,868658.73
73.8,1.04,867830.08
73.9,1.04,867001.93
74,1.04,866174.28
74.1,1.04,865347.13
74.2,1.04,864520.48
74.3,1.04,863694.33
74.4,1.04,862868.68
74.5,1.04,862043.53
74.6,1.04,861218.88
74.7,1.04,860394.73
74.8,1.04,859571.08
74.9,1.04,858747.93
75,1.04,857925.28
50,1.05,1071530.75
50.1,1.05,1070587.1
50.2,1.05,1069643.95
50.3,1.05,1068701.3
50.4,1.05,1067759.15
50.5,1.05,1066817.5
50.6,1.05,1065876.35
50.7,1.05,1064935.7
50.8,1.05,1063995.55
50.9,1.05,1063055.9
51,1.05,1062116.75
51.1,1.05,1061178.1
51.2,1.05,1060239.95
51.3,1.05,1059302.3
51.4,1.05,1058365.15
51.5,1.05,1057428.5
51.6,1.05,1056492.35
51.7,1.05,1055556.7
51.8,1.05,1054621.55
51.9,1.05,1053686.9
52,1.05,1052752.75
52.1,1.05,1051819.1
52.2,1.05,1050885.95
52.3,1.05,1049953.3
52.4,1.05,1049021.15
52.5,1.05,1048089.5
52.6,1.05,1047158.35
52.7,1.05,1046227.7
52.8,1.05,1045297.55
52.9,1.05,1044367.9
53,1.05,1043438.75
53.1,1.05,1042510.1
53.2,1.05,1041581.95
53.3,1.05,1040654.3
53.4,1.05,1039727.15
53.5,1.05,1038800.5
53.6,1.05,1037874.35
53.7,1.05,1036948.7
53.8,1.05,1036023.55
53.9,1.05,1035098.9
54,1.05,1034174.75
54.1,1.05,1033251.1
54.2,1.05,1032327.95
54.3,1.05,1031405.3
54.4,1.05,1030483.15
54.5,1.05,1029561.5
54.6,1.05,1028640.35
54.7,1.05,1027719.7
54.8,1.05,1026799.55
54.9,1.05,1025879.9
55,1.05,1024960.75
55.1,1.05,1024042.1
55.2,1.05,1023123.95
55.3,1.05,1022206.3
55.4,1.05,1021289.15
55.5,1.05,1020372.5
55.6,1.05,1019456.35
55.7,1.05,1018540.7
55.8,1.05,1017625.55
55.9,1.05,1016710.9
56,1.05,1015796.75
56.1,1.05,1014883.1
56.2,1.05,1013969.95
56.3,1.05,1013057.3
56.4,1.05,1012145.15
56.5,1.05,1011233.5
56.6,1.05,1010322.35
56.7,1.05,1009411.7
56.8,1.05,1008501.55
56.9,1.05,1007591.9
57,1.05,1006682.75
57.1,1.05,1005774.1
57.2,1.05,1004865.95
57.3,1.05,1003958.3
57.4,1.05,1003051.15
57.5,1.05,1002144.5
57.6,1.05,1001238.35
57.7,1.05,1000332.7
57.8,1.05,999427.55
57.9,1.05,998522.9
58,1.05,997618.75
58.1,1.05,996715.1
58.2,1.05,995811.95
58.3,1.05,994909.3
58.4,1.05,994007.15
58.5,1.05,993105.5
58.6,1.05,992204.35
58.7,1.05,991303.7
58.8,1.05,990403.55
58.9,1.05,989503.9
59,1.05,988604.75
59.1,1.05,987706.1
59.2,1.05,986807.95
59.3,1.05,985910.3
59.4,1.05,985013.15
59.5,1.05,984116.5
59.6,1.05,983220.35
59.7,1.05,982324.7
59.8,1.05,981429.55
59.9,1.05,980534.9
60,1.05,979640.75
60.1,1.05,978747.1
60.2,1.05,977853.95
60.3,1.05,976961.3
60.4,1.05,976069.15
60.5,1.05,975177.5
60.6,1.05,974286.35
60.7,1.05,973395.7
60.8,1.05,972505.55
60.9,1.05,971615.9
61,1.05,970726.75
61.1,1.05,969838.1
61.2,1.05,968949.95
61.3,1.05,968062.3
61.4,1.05,967175.15
61.5,1.05,966288.5
61.6,1.05,965402.35
61.7,1.05,964516.7
61.8,1.05,963631.55
61.9,1.05,962746.9
62,1.05,961862.75
62.1,1.05,960979.1
62.2,1.05,960095.95
62.3,1.05,959213.3
62.4,1.05,958331.15
62.5,1.05,957449.5
62.6,1.05,956568.35
62.7,1.05,955687.7
62.8,1.05,954807.55
62.9,1.05,953927.9
63,1.05,953048.75
63.1,1.05,952170.1
63.2,1.05,951291.95
63.3,1.05,950414.3
63.4,1.05,949537.15
63.5,1.05,948660.5
63.6,1.05,947784.35
63.7,1.05,946908.7
63.8,1.05,946033.55
63.9,1.05,945158.9
64,1.05,944284.75
64.1,1.05,943411.1
64.2,1.05,942537.95
64.3,1.05,941665.3
64.4,1.05,940793.15
64.5,1.05,939921.5
64.6,1.05,939050.35
64.7,1.05,938179.7
64.8,1.05,937309.55
64.9,1.05,936439.9
65,1.05,935570.75
65.1,1.05,934702.1
65.2,1.05,933833.95
65.3,1.05,932966.3
65.4,1.05,932099.15
65.5,1.05,931232.5
65.6,1.05,930366.35
65.7,1.05,929500.7
65.8,1.05,928635.55
65.9,1.05,927770.9
66,1.05,926906.75
66.1,1.05,926043.1
66.2,1.05,925179.95
66.3,1.05,924317.3
66.4,1.05,923455.15
66.5,1.05,922593.5
66.6,1.05,921732.35
66.7,1.05,920871.7
66.8,1.05,920011.55
66.9,1.05,919151.9
67,1.05,918292.75
67.1,1.05,917434.1
67.2,1.05,916575.95
67.3,1.05,915718.3
67.4,1.05,914861.15
67.5,1.05,914004.5
67.6,1.05,913148.35
67.7,1.05,912292.7
67.8,1.05,911437.55
67.9,1.05,910582.9
68,1.05,909728.75
68.1,1.05,908875.1
68.2,1.05,908021.95
68.3,1.05,907169.3
68.4,1.05,906317.15
68.5,1.05,905465.5
68.6,1.05,904614.35
68.7,1.05,903763.7
68.8,1.05,902913.55
68.9,1.05,902063.9
69,1.05,901214.75
69.1,1.05,900366.1
69.2,1.05,899517.95
69.3,1.05,898670.3
69.4,1.05,897823.15
69.5,1.05,896976.5
69.6,1.05,896130.35
69.7,1.05,895284.7
69.8,1.05,894439.55
69.9,1.05,893594.9
70,1.05,892750.75
70.1,1.05,891907.1
70.2,1.05,891063.95
70.3,1.05,890221.3
70.4,1.05,889379.15
70.5,1.05,888537.5
70.6,1.05,887696.35
70.7,1.05,886855.7
70.8,1.05,886015.55
70.9,1.05,885175.9
71,1.05,884336.75
71.1,1.05,883498.1
71.2,1.05,882659.95
71.3,1.05,881822.3
71.4,1.05,880985.15
71.5,1.05,880148.5
71.6,1.05,879312.35
71.7,1.05,878476.7
71.8,1.05,877641.55
71.9,1.05,876806.9
72,1.05,875972.75
72.1,1.05,875139.1
72.2,1.05,874305.95
72.3,1.05,873473.3
72.4,1.05,872641.15
72.5,1.05,871809.5
72.6,1.05,870978.35
72.7,1.05,870147.7
72.8,1.05,869317.55
72.9,1.05,868487.9
73,1.05,867658.75
73.1,1.05,866830.1
73.2,1.05,866001.95
73.3,1.05,865174.3
73.4,1.05,864347.15
73.5,1.05,863520.5
73.6,1.05,862694.35
73.7,1.05,861868.7
73.8,1.05,861043.55
73.9,1.05,860218.9
74,1.05,859394.75
74.1,1.05,858571.1
74.2,1.05,857747.95
74.3,1.05,856925.3
74.4,1.05,856103.15
74.5,1.05,855281.5
74.6,1.05,854460.35
74.7,1.05,853639.7
74.8,1.05,852819.55
74.9,1.05,851999.9
75,1.05,851180.75
50,1.06,1063939.68
50.1,1.06,1062999.53
50.2,1.06,1062059.88
50.3,1.06,1061120.73
50.4,1.06,1060182.08
50.5,1.06,1059243.93
50.6,1.06,1058306.28
50.7,1.06,1057369.13
50.8,1.06,1056432.48
50.9,1.06,1055496.33
51,1.06,1054560.68
51.1,1.06,1053625.53
51.2,1.06,1052690.88
51.3,1.06,1051756.73
51.4,1.06,1050823.08
51.5,1.06,1049889.93
51.6,1.06,1048957.28
51.7,1.06,1048025.13
51.8,1.06,1047093.48
51.9,1.06,1046162.33
52,1.06,1045231.68
52.1,1.06,1044301.53
52.2,1.06,1043371.88
52.3,1.06,1042442.73
52.4,1.06,1041514.08
52.5,1.06,1040585.93
52.6,1.06,1039658.28
52.7,1.06,1038731.13
52.8,1.06,1037804.48
52.9,1.06,1036878.33
53,1.06,1035952.68
53.1,1.06,1035027.53
53.2,1.06,1034102.88
53.3,1.06,1033178.73
53.4,1.06,1032255.08
53.5,1.06,1031331.93
53.6,1.06,1030409.28
53.7,1.06,1029487.13
53.8,1.06,1028565.48
53.9,1.06,1027644.33
54,1.06,1026723.68
54.1,1.06,1025803.53
54.2,1.06,1024883.88
54.3,1.06,1023964.73
54.4,1.06,1023046.08
54.5,1.06,1022127.93
54.6,1.06,1021210.28
54.7,1.06,1020293.13
54.8,1.06,1019376.48
54.9,1.06,1018460.33
55,1.06,1017544.68
55.1,1.06,1016629.53
55.2,1.06,1015714.88
55.3,1.06,1014800.73
55.4,1.06,1013887.08
55.5,1.06,1012973.93
55.6,1.06,1012061.28
55.7,1.06,1011149.13
55.8,1.06,1010237.48
55.9,1.06,1009326.33
56,1.06,1008415.68
56.1,1.06,1007505.53
56.2,1.06,1006595.88
56.3,1.06,1005686.73
56.4,1.06,1004778.08
56.5,1.06,1003869.93
56.6,1.06,1002962.28
56.7,1.06,1002055.13
56.8,1.06,1001148.48
56.9,1.06,1000242.33
57,1.06,999336.68
57.1,1.06,998431.53
57.2,1.06,997526.88
57.3,1.06,996622.73
57.4,1.06,995719.08
57.5,1.06,994815.93
57.6,1.06,993913.28
57.7,1.06,993011.13
57.8,1.06,992109.48
57.9,1.06,991208.33
58,1.06,990307.68
58.1,1.06,989407.53
58.2,1.06,988507.88
58.3,1.06,987608.73
58.4,1.06,986710.08
58.5,1.06,985811.93
58.6,1.06,984914.28
58.7,1.06,984017.13
58.8,1.06,983120.48
58.9,1.06,982224.33
59,1.06,981328.68
59.1,1.06,980433.53
59.2,1.06,979538.88
59.3,1.06,978644.73
59.4,1.06,977751.08
59.5,1.06,976857.93
59.6,1.06,975965.28
59.7,1.06,975073.13
59.8,1.06,974181.48
59.9,1.06,973290.33
60,1.06,972399.68
60.1,1.06,971509.53
60.2,1.06,970619.88
60.3,1.06,969730.73
60.4,1.06,968842.08
60.5,1.06,967953.93
60.6,1.06,967066.28
60.7,1.06,966179.13
60.8,1.06,965292.48
60.9,1.06,964406.33
61,1.06,963520.68
61.1,1.06,962635.53
61.2,1.06,961750.88
61.3,1.06,960866.73
61.4,1.06,959983.08
61.5,1.06,959099.93
61.6,1.06,958217.28
61.7,1.06,957335.13
61.8,1.06,956453.48
61.9,1.06,955572.33
62,1.06,954691.68
62.1,1.06,953811.53
62.2,1.06,952931.88
62.3,1.06,952052.73
62.4,1.06,951174.08
62.5,1.06,950295.93
62.6,1.06,949418.28
62.7,1.06,948541.13
62.8,1.06,947664.48
62.9,1.06,946788.33
63,1.06,945912.68
63.1,1.06,945037.53
63.2,1.06,944162.88
63.3,1.06,943288.73
63.4,1.06,942415.08
63.5,1.06,941541.93
63.6,1.06,940669.28
63.7,1.06,939797.13
63.8,1.06,938925.48
63.9,1.06,938054.33
64,1.06,937183.68
64.1,1.06,936313.53
64.2,1.06,935443.88
64.3,1.06,934574.73
64.4,1.06,933706.08
64.5,1.06,932837.93
64.6,1.06,931970.28
64.7,1.06,931103.13
64.8,1.06,930236.48
64.9,1.06,929370.33
65,1.06,928504.68
65.1,1.06,927639.53
65.2,1.06,926774.88
65.3,1.06,925910.73
65.4,1.06,925047.08
65.5,1.06,924183.93
65.6,1.06,923321.28
65.7,1.06,922459.13
65.8,1.06,921597.48
65.9,1.06,920736.33
66,1.06,919875.68
66.1,1.06,919015.53
66.2,1.06,918155.88
66.3,1.06,917296.73
66.4,1.06,916438.08
66.5,1.06,915579.93
66.6,1.06,914722.28
66.7,1.06,913865.13
66.8,1.06,913008.48
66.9,1.06,912152.33
67,1.06,911296.68
67.1,1.06,910441.53
67.2,1.06,909586.88
67.3,1.06,908732.73
67.4,1.06,907879.08
67.5,1.06,907025.93
67.6,1.06,906173.28
67.7,1.06,905321.13
67.8,1.06,904469.48
67.9,1.06,903618.33
68,1.06,902767.68
68.1,1.06,901917.53
68.2,1.06,901067.88
68.3,1.06,900218.73
68.4,1.06,899370.08
68.5,1.06,898521.93
68.6,1.06,897674.28
68.7,1.06,896827.13
68.8,1.06,895980.48
68.9,1.06,895134.33
69,1.06,894288.68
69.1,1.06,893443.53
69.2,1.06,892598.88
69.3,1.06,891754.73
69.4,1.06,890911.08
69.5,1.06,890067.93
69.6,1.06,889225.28
69.7,1.06,888383.13
69.8,1.06,887541.48
69.9,1.06,886700.33
70,1.06,885859.68
70.1,1.06,885019.53
70.2,1.06,884179.88
70.3,1.06,883340.73
70.4,1.06,882502.08
70.5,1.06,881663.93
70.6,1.06,880826.28
70.7,1.06,879989.13
70.8,1.06,879152.48
70.9,1.06,878316.33
71,1.06,877480.68
71.1,1.06,876645.53
71.2,1.06,875810.88
71.3,1.06,874976.73
71.4,1.06,874143.08
71.5,1.06,873309.93
71.6,1.06,872477.28
71.7,1.06,871645.13
71.8,1.06,870813.48
71.9,1.06,869982.33
72,1.06,869151.68
72.1,1.06,868321.53
72.2,1.06,867491.88
72.3,1.06,866662.73
72.4,1.06,865834.08
72.5,1.06,865005.93
72.6,1.06,864178.28
72.7,1.06,863351.13
72.8,1.06,862524.48
72.9,1.06,861698.33
73,1.06,860872.68
73.1,1.06,860047.53
73.2,1.06,859222.88
73.3,1.06,858398.73
73.4,1.06,857575.08
73.5,1.06,856751.93
73.6,1.06,855929.28
73.7,1.06,855107.13
73.8,1.06,854285.48
73.9,1.06,853464.33
74,1.06,852643.68
74.1,1.06,851823.53
74.2,1.06,851003.88
74.3,1.06,850184.73
74.4,1.06,849366.08
74.5,1.06,848547.93
74.6,1.06,847730.28
74.7,1.06,846913.13
74.8,1.06,846096.48
74.9,1.06,845280.33
75,1.06,844464.68
50,1.07,1056377.07
50.1,1.07,1055440.42
50.2,1.07,1054504.27
50.3,1.07,1053568.62
50.4,1.07,1052633.47
50.5,1.07,1051698.82
50.6,1.07,1050764.67
50.7,1.07,1049831.02
50.8,1.07,1048897.87
50.9,1.07,1047965.22
51,1.07,1047033.07
51.1,1.07,1046101.42
51.2,1.07,1045170.27
51.3,1.07,1044239.62
51.4,1.07,1043309.47
51.5,1.07,1042379.82
51.6,1.07,1041450.67
51.7,1.07,1040522.02
51.8,1.07,1039593.87
51.9,1.07,1038666.22
52,1.07,1037739.07
52.1,1.07,1036812.42
52.2,1.07,1035886.27
52.3,1.07,1034960.62
52.4,1.07,1034035.47
52.5,1.07,1033110.82
52.6,1.07,1032186.67
52.7,1.07,1031263.02
52.8,1.07,1030339.87
52.9,1.07,1029417.22
53,1.07,1028495.07
53.1,1.07,1027573.42
53.2,1.07,1026652.27
53.3,1.07,1025731.62
53.4,1.07,1024811.47
53.5,1.07,1023891.82
53.6,1.07,1022972.67
53.7,1.07,1022054.02
53.8,1.07,1021135.87
53.9,1.07,1020218.22
54,1.07,1019301.07
54.1,1.07,1018384.42
54.2,1.07,1017468.27
54.3,1.07,1016552.62
54.4,1.07,1015637.47
54.5,1.07,1014722.82
54.6,1.07,1013808.67
54.7,1.07,1012895.02
54.8,1.07,1011981.87
54.9,1.07,1011069.22
55,1.07,1010157.07
55.1,1.07,1009245.42
55.2,1.07,1008334.27
55.3,1.07,1007423.62
55.4,1.07,1006513.47
55.5,1.07,1005603.82
55.6,1.07,1004694.67
55.7,1.07,1003786.02
55.8,1.07,1002877.87
55.9,1.07,1001970.22
56,1.07,1001063.07
56.1,1.07,1000156.42
56.2,1.07,999250.27
56.3,1.07,998344.62
56.4,1.07,997439.47
56.5,1.07,996534.82
56.6,1.07,995630.67
56.7,1.07,994727.02
56.8,1.07,993823.87
56.9,1.07,992921.22
57,1.07,992019.07
57.1,1.07,991117.42
57.2,1.07,990216.27
57.3,1.07,989315.62
57.4,1.07,988415.47
57.5,1.07,987515.82
57.6,1.07,986616.67
57.7,1.07,985718.02
57.8,1.07,984819.87
57.9,1.07,983922.22
58,1.07,983025.07
58.1,1.07,982128.42
58.2,1.07,981232.27
58.3,1.07,980336.62
58.4,1.07,979441.47
58.5,1.07,978546.82
58.6,1.07,977652.67
58.7,1.07,976759.02
58.8,1.07,975865.87
58.9,1.07,974973.22
59,1.07,974081.07
59.1,1.07,973189.42
59.2,1.07,972298.27
59.3,1.07,971407.62
59.4,1.07,970517.47
59.5,1.07,969627.82
59.6,1.07,968738.67
59.7,1.07,967850.02
59.8,1.07,966961.87
59.9,1.07,966074.22
60,1.07,965187.07
60.1,1.07,964300.42
60.2,1.07,963414.27
60.3,1.07,962528.62
60.4,1.07,961643.47
60.5,1.07,960758.82
60.6,1.07,959874.67
60.7,1.07,958991.02
60.8,1.07,958107.87
60.9,1.07,957225.22
61,1.07,956343.07
61.1,1.07,955461.42
61.2,1.07,954580.27
61.3,1.07,953699.62
61.4,1.07,952819.47
61.5,1.07,951939.82
61.6,1.07,951060.67
61.7,1.07,950182.02
61.8,1.07,949303.87
61.9,1.07,948426.22
62,1.07,947549.07
62.1,1.07,946672.42
62.2,1.07,945796.27
62.3,1.07,944920.62
62.4,1.07,944045.47
62.5,1.07,943170.82
62.6,1.07,942296.67
62.7,1.07,941423.02
62.8,1.07,940549.87
62.9,1.07,939677.22
63,1.07,938805.07
63.1,1.07,937933.42
63.2,1.07,937062.27
63.3,1.07,936191.62
63.4,1.07,935321.47
63.5,1.07,934451.82
63.6,1.07,933582.67
63.7,1.07,932714.02
63.8,1.07,931845.87
63.9,1.07,930978.22
64,1.07,930111.07
64.1,1.07,929244.42
64.2,1.07,928378.27
64.3,1.07,927512.62
64.4,1.07,926647.47
64.5,1.07,925782.82
64.6,1.07,924918.67
64.7,1.07,924055.02
64.8,1.07,923191.87
64.9,1.07,922329.22
65,1.07,921467.07
65.1,1.07,920605.42
65.2,1.07,919744.27
65.3,1.07,918883.62
65.4,1.07,918023.47
65.5,1.07,917163.82
65.6,1.07,916304.67
65.7,1.07,915446.02
65.8,1.07,914587.87
65.9,1.07,913730.22
66,1.07,912873.07
66.1,1.07,912016.42
66.2,1.07,911160.27
66.3,1.07,910304.62
66.4,1.07,909449.47
66.5,1.07,908594.82
66.6,1.07,907740.67
66.7,1.07,906887.02
66.8,1.07,906033.87
66.9,1.07,905181.22
67,1.07,904329.07
67.1,1.07,903477.42
67.2,1.07,902626.27
67.3,1.07,901775.62
67.4,1.07,900925.47
67.5,1.07,900075.82
67.6,1.07,899226.67
67.7,1.07,898378.02
67.8,1.07,897529.87
67.9,1.07,896682.22
68,1.07,895835.07
68.1,1.07,894988.42
68.2,1.07,894142.27
68.3,1.07,893296.62
68.4,1.07,892451.47
68.5,1.07,891606.82
68.6,1.07,890762.67
68.7,1.07,889919.02
68.8,1.07,889075.87
68.9,1.07,888233.22
69,1.07,887391.07
69.1,1.07,886549.42
69.2,1.07,885708.27
69.3,1.07,884867.62
69.4,1.07,884027.47
69.5,1.07,883187.82
69.6,1.07,882348.67
69.7,1.07,881510.02
69.8,1.07,880671.87
69.9,1.07,879834.22
70,1.07,878997.07
70.1,1.07,878160.42
70.2,1.07,877324.27
70.3,1.07,876488.62
70.4,1.07,875653.47
70.5,1.07,874818.82
70.6,1.07,873984.67
70.7,1.07,873151.02
70.8,1.07,872317.87
70.9,1.07,871485.22
71,1.07,870653.07
71.1,1.07,869821.42
71.2,1.07,868990.27
71.3,1.07,868159.62
71.4,1.07,867329.47
71.5,1.07,866499.82
71.6,1.07,865670.67
71.7,1.07,864842.02
71.8,1.07,864013.87
71.9,1.07,863186.22
72,1.07,862359.07
72.1,1.07,861532.42
72.2,1.07,860706.27
72.3,1.07,859880.62
72.4,1.07,859055.47
72.5,1.07,858230.82
72.6,1.07,857406.67
72.7,1.07,856583.02
72.8,1.07,855759.87
72.9,1.07,854937.22
73,1.07,854115.07
73.1,1.07,853293.42
73.2,1.07,852472.27
73.3,1.07,851651.62
73.4,1.07,850831.47
73.5,1.07,850011.82
73.6,1.07,849192.67
73.7,1.07,848374.02
73.8,1.07,847555.87
73.9,1.07,846738.22
74,1.07,845921.07
74.1,1.07,845104.42
74.2,1.07,844288.27
74.3,1.07,843472.62
74.4,1.07,842657.47
74.5,1.07,841842.82
74.6,1.07,841028.67
74.7,1.07,840215.02
74.8,1.07,839401.87
74.9,1.07,838589.22
75,1.07,837777.07
50,1.08,1048842.92
50.1,1.08,1047909.77
50.2,1.08,1046977.12
50.3,1.08,1046044.97
50.4,1.08,1045113.32
50.5,1.08,1044182.17
50.6,1.08,1043251.52
50.7,1.08,1042321.37
50.8,1.08,1041391.72
50.9,1.08,1040462.57
51,1.08,1039533.92
51.1,1.08,1038605.77
51.2,1.08,1037678.12
51.3,1.08,1036750.97
51.4,1.08,1035824.32
51.5,1.08,1034898.17
51.6,1.08,1033972.52
51.7,1.08,1033047.37
51.8,1.08,1032122.72
51.9,1.08,1031198.57
52,1.08,1030274.92
52.1,1.08,1029351.77
52.2,1.08,1028429.12
52.3,1.08,1027506.97
52.4,1.08,1026585.32
52.5,1.08,1025664.17
52.6,1.08,1024743.52
52.7,1.08,1023823.37
52.8,1.08,1022903.72
52.9,1.08,1021984.57
53,1.08,1021065.92
53.1,1.08,1020147.77
53.2,1.08,1019230.12
53.3,1.08,1018312.97
53.4,1.08,1017396.32
53.5,1.08,1016480.17
53.6,1.08,1015564.52
53.7,1.08,1014649.37
53.8,1.08,1013734.72
53.9,1.08,1012820.57
54,1.08,1011906.92
54.1,1.08,1010993.77
54.2,1.08,1010081.12
54.3,1.08,1009168.97
54.4,1.08,1008257.32
54.5,1.08,1007346.17
54.6,1.08,1006435.52
54.7,1.08,1005525.37
54.8,1.08,1004615.72
54.9,1.08,1003706.57
55,1.08,1002797.92
55.1,1.08,1001889.77
55.2,1.08,1000982.12
55.3,1.08,1000074.97
55.4,1.08,999168.32
55.5,1.08,998262.17
55.6,1.08,997356.52
55.7,1.08,996451.37
55.8,1.08,995546.72
55.9,1.08,994642.57
56,1.08,993738.92
56.1,1.08,992835.77
56.2,1.08,991933.12
56.3,1.08,991030.97
56.4,1.08,990129.32
56.5,1.08,989228.17
56.6,1.08,988327.52
56.7,1.08,987427.37
56.8,1.08,986527.72
56.9,1.08,985628.57
57,1.08,984729.92
57.1,1.08,983831.77
57.2,1.08,982934.12
57.3,1.08,982036.97
57.4,1.08,981140.32
57.5,1.08,980244.17
57.6,1.08,979348.52
57.7,1.08,978453.37
57.8,1.08,977558.72
57.9,1.08,976664.57
58,1.08,975770.92
58.1,1.08,974877.77
58.2,1.08,973985.12
58.3,1.08,973092.97
58.4,1.08,972201.32
58.5,1.08,971310.17
58.6,1.08,970419.52
58.7,1.08,969529.37
58.8,1.08,968639.72
58.9,1.08,967750.57
59,1.08,966861.92
59.1,1.08,965973.77
59.2,1.08,965086.12
59.3,1.08,964198.97
59.4,1.08,963312.32
59.5,1.08,962426.17
59.6,1.08,961540.52
59.7,1.08,960655.37
59.8,1.08,959770.72
59.9,1.08,958886.57
60,1.08,958002.92
60.1,1.08,957119.77
60.2,1.08,956237.12
60.3,1.08,955354.97
60.4,1.08,954473.32
60.5,1.08,953592.17
60.6,1.08,952711.52
60.7,1.08,951831.37
60.8,1.08,950951.72
60.9,1.08,950072.57
61,1.08,949193.92
61.1,1.08,948315.77
61.2,1.08,947438.12
61.3,1.08,946560.97
61.4,1.08,945684.32
61.5,1.08,944808.17
61.6,1.08,943932.52
61.7,1.08,943057.37
61.8,1.08,942182.72
61.9,1.08,941308.57
62,1.08,940434.92
62.1,1.08,939561.77
62.2,1.08,938689.12
62.3,1.08,937816.97
62.4,1.08,936945.32
62.5,1.08,936074.17
62.6,1.08,935203.52
62.7,1.08,934333.37
62.8,1.08,933463.72
62.9,1.08,932594.57
63,1.08,931725.92
63.1,1.08,930857.77
63.2,1.08,929990.12
63.3,1.08,929122.97
63.4,1.08,928256.32
63.5,1.08,927390.17
63.6,1.08,926524.52
63.7,1.08,925659.37
63.8,1.08,924794.72
63.9,1.08,923930.57
64,1.08,923066.92
64.1,1.08,922203.77
64.2,1.08,921341.12
64.3,1.08,920478.97
64.4,1.08,919617.32
64.5,1.08,918756.17
64.6,1.08,917895.52
64.7,1.08,917035.37
64.8,1.08,916175.72
64.9,1.08,915316.57
65,1.08,914457.92
65.1,1.08,913599.77
65.2,1.08,912742.12
65.3,1.08,911884.97
65.4,1.08,911028.32
65.5,1.08,910172.17
65.6,1.08,909316.52
65.7,1.08,908461.37
65.8,1.08,907606.72
